Date,Order,neg_EV,pos_EV,neu_EV,Topic_probability_EV,Topic-wise_Values_EV,tsf_neg_EV,tsf_neu_EV,tsf_pos_EV,neg_Technology,pos_Technology,neu_Technology,Topic_probability_Technology,Topic-wise_Values_Technology,tsf_neg_Technology,tsf_neu_Technology,tsf_pos_Technology,neg_ASEAN,pos_ASEAN,neu_ASEAN,Topic_probability_ASEAN,Lucifer-1,Lucifer-2,Lucifer-3,Lucifer-4,Lucifer-5,Lucifer-6,Lucifer-7,Lucifer-8,Lucifer-9,Lucifer-10,Lucifer-11,Lucifer-12,Lucifer-13,Lucifer-14,Lucifer-15,Lucifer-16,Lucifer-17,Lucifer-18,Lucifer-19,Lucifer-20
1/9/2019 0:00,566.8298767,0.000766421,0.9627496,0.035133798,0.665883715,0.478728953,7.93E-05,2.32E-05,0.999874743,0.001649753,0.51065661,0.054575167,0.590724676,0.413627527,0.000183851,6.18E-05,0.617478778,0.001894478,0.18100095,0.130957395,0.570417786,8.38992,6.90776,7.85655,7.56724,10.5845,9.16732,7.60793,7.98138,10.2807,13.0936,9.68558,7.94656,7.54518,10.1358,9.68693,7.28487,9.57117,12.7322,11.2343,10.0834
1/10/2019 0:00,630.52266,0.000765842,0.9868782,0.011260734,0.474272132,0.463383615,8.74E-05,1.37E-05,0.999899095,0.000772671,0.9747334,0.015997662,0.566931466,0.42493753,8.42E-05,1.94E-05,0.999875078,0.002933982,0.21216727,0.184143785,0.574363015,11.8659,7.5736,9.58314,12.1626,12.966,10.779,10.82,9.50925,9.35514,8.92873,7.84865,10.6789,10.5145,10.0133,10.8866,8.95454,8.06401,9.72411,9.76534,10.468
1/11/2019 0:00,521.4572965,0.000502515,0.99309145,0.006406132,0.421417699,0.47868292,8.08E-05,1.15E-05,0.999907735,0.001006219,0.9846872,0.011938655,0.54749627,0.422739737,8.51E-05,1.51E-05,0.999900013,0.001055711,0.8703128,0.033060929,0.578536575,12.3629,8.93779,7.18079,7.79301,11.225,10.61,10.2665,8.6876,10.5504,8.71261,13.0018,5.68424,8.97869,10.8982,7.90838,6.95354,9.27979,6.83343,14.9277,10.8803
1/12/2019 0:00,508.5262445,0.009508165,0.48157617,0.1014351,0.474741216,0.385296791,0.000100495,0.000140433,0.812408204,0.00085874,0.9803822,0.018687136,0.639884045,0.433142319,8.20E-05,1.67E-05,0.999883212,0.002980372,0.39971736,0.07307412,0.609159343,12.07,8.49257,8.79597,8.29147,15.2959,10.1908,5.80307,9.00583,13.0126,10.9114,10.4426,10.0041,9.74098,11.8016,12.3891,6.37813,9.8522,8.2427,7.64998,9.27165
1/1/2020 0:00,546.9969523,0.000708103,0.99187994,0.007413619,0.693624233,0.497589535,8.22E-05,1.08E-05,0.999907502,0.001903326,0.963138,0.01649778,0.594310915,0.425206999,0.000109714,2.55E-05,0.999856728,0.001122097,0.957016405,0.024480819,0.519993818,8.45372,9.13882,11.2349,10.9746,7.79146,9.76818,10.378,13.6996,9.64595,11.1151,12.625,8.8143,7.35924,9.08664,9.00726,14.3331,11.528,9.40585,6.54823,6.4916
1/2/2020 0:00,430.1121784,0.002877622,0.7883602,0.208762144,0.615577135,0.289974245,0.002379577,0.036273141,0.961347283,0.000689559,0.98818195,0.009495687,0.592210266,0.433320921,8.76E-05,1.44E-05,0.999899519,0.001341539,0.98332777,0.0113896,0.532864495,8.79325,11.8419,10.5586,11.7482,8.92743,7.00962,10.9754,11.026,9.56597,12.2217,9.4397,10.6905,10.761,8.4734,11.495,9.07566,10.4593,7.75432,10.5431,9.13007
1/3/2020 0:00,475.6312679,0.000540772,0.994388775,0.005038337,0.629803484,0.484335539,7.95E-05,1.08E-05,0.999910233,0.002929067,0.83961236,0.023947185,0.597263807,0.423970434,0.000189517,6.09E-05,0.999162266,0.001828084,0.54977713,0.17918993,0.627024725,6.93516,10.363,8.88847,7.2664,12.7635,11.2986,8.45346,7.86193,8.19926,9.23922,12.4256,11.3538,12.1251,9.1417,12.4702,10.0772,10.2902,9.40673,9.7287,7.99859
1/4/2020 0:00,616.3756139,0.00047461,0.9936606,0.005864938,0.741960357,0.516037308,8.11E-05,1.07E-05,0.999908119,0.000671762,0.992837075,0.005727969,0.545940141,0.434285124,7.95E-05,1.29E-05,0.999900125,0.001917471,0.43207519,0.0936677,0.592181612,9.52223,12.1016,10.656,7.95659,10.6477,7.0975,7.99952,5.65223,11.2521,6.28858,12.4908,8.84057,8.65706,8.07058,10.7377,10.7101,9.87953,11.9804,7.99376,9.95607
1/5/2020 0:00,524.2169549,0.004401298,0.003288906,0.024861505,0.460071788,0.485556573,8.92E-05,6.76E-05,0.00015458,0.001419513,0.201657685,0.071277923,0.641029022,0.424468743,8.69E-05,9.28E-05,0.005903639,0.001524419,0.77917198,0.036995307,0.579599688,12.4157,8.77759,7.64976,10.4176,9.96835,9.58295,9.77131,13.0082,11.8981,8.93886,8.29885,8.18427,9.11939,12.3884,7.2339,7.04896,9.08287,12.8419,8.52766,5.6279
1/6/2020 0:00,585.0344164,0.000496519,0.99359864,0.005972249,0.551786428,0.4708512,7.94E-05,1.19E-05,0.999910099,0.000977556,0.9723361,0.020813292,0.645878077,0.424363726,8.66E-05,2.01E-05,0.999873371,0.001459729,0.75531788,0.068176778,0.543162635,11.467,11.6145,11.4869,11.9215,8.96685,8.07875,10.791,10.7323,13.0851,12.1841,11.4841,7.94085,9.79071,12.277,12.3068,11.7013,10.3384,8.26528,11.5943,11.4879
1/7/2020 0:00,585.5887177,0.000667155,0.01719892,0.1079887,0.75036589,0.529388441,7.60E-05,0.000358347,0.000383868,0.000797241,0.979236365,0.015558355,0.622273186,0.420726798,8.67E-05,1.67E-05,0.999890576,0.002095737,0.39648262,0.04097561,0.611668238,12.1977,12.0829,7.85002,9.70907,10.8597,9.47378,8.32912,10.8539,8.31544,8.24267,7.21752,11.8768,11.2269,8.65113,11.6011,8.20765,4.98606,9.49926,8.91677,9.59265
1/8/2020 0:00,599.7100724,0.002148092,0.976886215,0.018301765,0.594061053,0.480365426,7.82E-05,1.44E-05,0.99988618,0.000844066,0.98396873,0.01394398,0.630240065,0.422770939,8.61E-05,1.67E-05,0.999886124,0.00117333,0.62749857,0.052168943,0.603557937,11.0837,7.23235,12.0759,9.34233,10.5124,11.5769,12.3156,9.48252,12.7518,10.385,5.45225,12.1358,12.6324,10.0912,9.84969,6.84464,7.44713,7.06056,11.8576,9.55088
1/9/2020 0:00,596.0852742,0.000845333,0.9827327,0.016422009,0.526878351,0.459278754,8.38E-05,1.45E-05,0.999895953,0.002096578,0.95039645,0.014805866,0.609229628,0.426299875,0.000103116,3.40E-05,0.999839338,0.002981669,0.06518062,0.14429441,0.607377979,7.5515,9.83694,8.1448,6.44903,5.37415,7.56522,10.6627,9.98036,8.68258,12.2081,10.4897,8.93525,10.9485,12.7704,11.9917,11.312,7.70521,11.2011,10.3976,9.08662
1/10/2020 0:00,540.2587132,0.000365843,0.9954177,0.004225912,0.67428005,0.512974809,7.94E-05,9.76E-06,0.999909659,0.001153535,0.9028945,0.047545835,0.49067987,0.421447083,8.25E-05,4.89E-05,0.999684438,0.001945103,0.48035949,0.27233348,0.543367772,11.5524,12.3242,10.6092,11.0335,13.8318,10.5852,10.0104,8.25026,6.97477,9.15802,11.1316,8.78778,8.17352,8.43391,9.87186,10.1986,10.5841,12.4754,9.41791,9.46096
1/11/2020 0:00,478.1792523,0.000665375,0.986102135,0.011225928,0.651613317,0.499915236,7.93E-05,1.30E-05,0.999902181,0.000777051,0.9842406,0.015142413,0.549594053,0.424597319,8.81E-05,1.48E-05,0.999895932,0.001540893,0.41185614,0.029356079,0.559297583,10.8181,10.1027,11.3057,7.93019,11.3261,13.0384,10.2057,9.18304,11.818,7.6848,11.8085,12.4211,8.78731,13.3333,9.32811,12.268,9.03794,8.24552,9.73598,11.8847
1/12/2020 0:00,505.2890324,0.000736869,0.95101777,0.027179785,0.734606819,0.493621861,9.39E-05,3.20E-05,0.999843111,0.001147129,0.982729425,0.008801262,0.587138788,0.425583623,8.94E-05,1.58E-05,0.99989111,0.001685785,0.34683186,0.07636245,0.622085488,8.11451,7.7561,7.65949,13.4625,10.1567,6.39857,8.12062,11.2328,9.02146,12.7603,8.2768,9.06827,9.7199,9.69342,10.5208,8.7921,7.50755,13.3055,10.3316,12.0805
1/1/2021 0:00,512.2768875,0.000952572,0.9755391,0.017427399,0.547888457,0.454828207,9.69E-05,1.76E-05,0.999885509,0.001561643,0.82011273,0.050021339,0.58362618,0.417948404,0.000101991,7.83E-05,0.99881176,0.001273193,0.795828725,0.07593574,0.638088344,10.3745,11.7671,9.4832,9.20583,8.30741,10.3911,9.0346,10.187,7.84442,10.8635,15.0419,6.38638,9.36249,8.93618,9.90854,11.0348,11.1228,10.7877,10.7637,8.91822
1/2/2021 0:00,528.7909221,0.002289533,0.91509295,0.026854753,0.599581065,0.460339882,0.000192238,3.76E-05,0.999752101,0.000560355,0.991855825,0.00627811,0.564993623,0.43439734,8.28E-05,1.34E-05,0.99990051,0.001377667,0.36634654,0.065537944,0.511207361,12.3535,9.79265,7.45768,11.5587,11.9448,9.50349,8.91263,7.54271,12.2082,11.7869,9.82919,5.90325,10.0924,11.3056,11.0421,11.2935,11.0838,8.96662,11.374,11.1142
1/3/2021 0:00,527.2156543,0.001163827,0.969920035,0.008786395,0.569213962,0.49357727,7.93E-05,1.83E-05,0.999878897,0.000685286,0.98548115,0.007125842,0.573657015,0.419777026,8.64E-05,1.58E-05,0.999899458,0.004293152,0.17838446,0.024006944,0.607218012,6.02262,7.92379,12.6127,8.81579,14.6003,13.5638,11.5104,4.28295,9.69176,9.86028,9.48267,9.80988,10.4196,12.343,8.36929,11.7434,10.7611,6.45102,7.08012,12.9671
1/4/2021 0:00,568.2280569,0.00118484,0.9516573,0.036592983,0.532538786,0.440427427,0.000109819,2.64E-05,0.999853768,0.00130055,0.9286754,0.010133753,0.574785393,0.429285896,8.79E-05,4.93E-05,0.999775174,0.002710576,0.47564346,0.116465755,0.546362188,10.5341,8.3292,8.87345,7.86465,10.2407,7.43926,10.6069,8.46595,10.431,10.9589,11.758,10.9201,8.1652,12.6036,10.9807,9.67774,11.0235,11.4087,11.1795,6.22365
1/5/2021 0:00,630.3448146,0.001562273,0.16370124,0.11599942,0.594357435,0.378513653,0.000269338,0.000140145,0.000764877,0.002241243,0.82645842,0.166710235,0.590569365,0.406368749,9.64E-05,0.000742788,0.998670199,0.003514217,0.059969572,0.123091585,0.586627342,10.7926,12.5503,10.4996,10.9449,9.60175,11.5084,7.92239,10.5544,9.53887,8.29784,8.91968,7.85604,8.99097,13.5319,11.8415,11.8519,13.1107,6.40312,13.1569,8.21282
1/6/2021 0:00,561.3762161,0.000605995,0.9886808,0.010713189,0.569834348,0.470260502,8.09E-05,1.26E-05,0.999899329,0.001117529,0.8621988,0.013441354,0.677556766,0.4308623,8.92E-05,4.78E-05,0.999412252,0.001411974,0.50554251,0.097238285,0.580180182,10.9676,13.8317,9.95715,11.3694,6.45752,9.901,12.247,11.3906,12.387,9.72208,11.1399,7.54026,13.3858,11.4012,9.33043,9.67563,11.7377,8.80392,11.1809,8.80809
1/7/2021 0:00,746.8983236,0.00078794,0.9510227,0.011494678,0.640974072,0.495754282,8.54E-05,2.74E-05,0.999843413,0.000947922,0.96112377,0.011269536,0.659704543,0.429333848,9.11E-05,2.67E-05,0.999856434,0.001702105,0.433953465,0.341917565,0.539081574,12.4775,10.4463,12.041,8.6877,8.20114,14.2444,9.5748,12.0713,8.54573,7.85919,11.532,7.76,6.77582,8.30808,10.4112,9.73622,7.56256,11.0699,13.9296,7.25127
1/8/2021 0:00,600.1224048,0.000994485,0.488623279,0.333636955,0.520999773,0.443373699,8.87E-05,0.437897105,0.501190108,0.002013673,0.918997285,0.04824845,0.585830949,0.405767704,0.000134379,4.88E-05,0.99975476,0.002699579,0.5197062,0.10550901,0.555884952,9.03466,14.8257,12.12,9.83412,8.24858,8.15013,7.1346,8.46511,7.87943,6.43288,7.65398,10.5695,6.29166,11.3271,8.70373,11.3309,8.99273,13.2437,8.43763,12.2339
1/9/2021 0:00,603.7876211,0.001660712,0.9895297,0.008809588,0.427182872,0.457536003,8.16E-05,1.19E-05,0.999906488,0.001317392,0.97377336,0.015470365,0.594631492,0.424469785,9.60E-05,1.98E-05,0.999869804,0.000854343,0.92641869,0.038859427,0.567256043,6.56889,8.93094,9.31501,10.7676,11.7429,11.2362,10.4515,9.96808,10.6337,11.8509,9.72378,9.58993,12.0911,9.24368,10.0717,6.88337,10.8873,10.9126,8.67674,12.9501
1/10/2021 0:00,653.0889819,0.000723162,0.9895831,0.009715533,0.481865914,0.463494085,8.54E-05,1.18E-05,0.999902821,0.000602043,0.987044615,0.008806907,0.649402264,0.434622206,8.28E-05,1.51E-05,0.999893062,0.001062183,0.942997095,0.04158457,0.559391364,8.84037,10.8839,9.66515,13.1974,9.79275,9.65144,11.2752,8.38337,9.96115,9.3117,11.205,8.05434,9.89286,9.53286,11.5907,5.51169,10.5039,9.58514,8.56934,9.99935
1/11/2021 0:00,604.3181242,0.000444881,0.9946432,0.004971246,0.451470097,0.463068154,7.87E-05,1.11E-05,0.999909557,0.001152465,0.84029235,0.029434417,0.638373778,0.429997362,8.52E-05,5.04E-05,0.998595944,0.000565096,0.9936059,0.005629723,0.575443925,7.42911,11.933,8.55866,8.65103,8.6116,9.80733,8.17298,10.19,11.1688,10.851,6.68555,11.038,11.0011,11.4034,5.1326,11.4441,8.69259,11.3706,8.60059,11.0542
1/12/2021 0:00,642.9904903,0.00051416,0.9949815,0.004232847,0.559761864,0.479886109,7.98E-05,1.14E-05,0.999908992,0.0005782,0.992342525,0.006498563,0.584293606,0.431961194,8.43E-05,1.35E-05,0.99989951,0.000839773,0.962491565,0.012629721,0.620144554,9.56113,13.4742,8.08859,9.28625,9.07481,11.5109,11.7208,10.0445,8.38055,7.98141,11.852,7.28739,14.5109,11.3487,9.40139,7.72322,7.35338,13.9329,7.92238,12.2036
1/1/2022 0:00,619.6573863,0.00058037,0.988242225,0.011177367,0.651851404,0.47027018,8.41E-05,1.30E-05,0.999902895,0.001202841,0.92060015,0.015919863,0.624884126,0.426102585,9.03E-05,4.35E-05,0.99975083,0.000777752,0.9855171,0.008667766,0.614597925,8.70245,7.30867,10.1235,6.06306,11.2969,7.88492,9.60049,12.4254,6.31715,9.18073,10.2561,13.7923,7.44546,12.661,10.2019,7.36225,7.82287,9.03886,13.3086,11.9497
1/2/2022 0:00,631.1159859,0.000673676,0.984136685,0.012000385,0.644814999,0.499368147,8.48E-05,1.28E-05,0.999898235,0.001302278,0.911849055,0.029490593,0.649683163,0.409471746,9.27E-05,4.45E-05,0.999725655,0.001901881,0.49197902,0.048768912,0.621690815,12.5695,8.39569,9.33283,11.0332,11.4234,6.18897,9.23292,8.92437,8.07183,11.4605,9.64208,10.7992,11.0828,7.70404,7.03027,9.42472,10.383,8.56176,7.34814,7.84345
1/3/2022 0:00,750.6905661,0.000687251,0.9849488,0.013885028,0.64772332,0.481623738,8.30E-05,1.32E-05,0.999898571,0.000889959,0.98210394,0.012536249,0.518932475,0.417877053,8.56E-05,1.59E-05,0.99989228,0.000911662,0.93820575,0.025690993,0.539287035,11.9682,4.92151,8.51502,5.35509,8.83028,11.6847,7.29837,7.85987,8.65193,14.2856,6.82918,11.2411,12.7655,10.3396,8.45835,7.24563,10.174,10.0872,9.73121,10.3649
1/4/2022 0:00,619.5622628,0.000884829,0.98494434,0.010990956,0.558832442,0.477026476,8.65E-05,1.26E-05,0.999900908,0.00097213,0.9820567,0.010573392,0.5881018,0.435806564,8.57E-05,1.61E-05,0.999883593,0.001221515,0.882335305,0.0488066,0.627233069,6.67709,6.70861,10.8894,10.6274,10.5087,14.3517,9.35418,13.338,9.67395,4.92132,11.4588,10.2404,11.3247,12.6288,12.1561,10.6836,14.6009,10.7201,9.44997,8.42004
1/5/2022 0:00,633.7680565,0.001066672,0.94636369,0.028823045,0.617974179,0.467113631,9.09E-05,3.37E-05,0.99983053,0.00119299,0.8015767,0.029336553,0.541909703,0.419387208,8.53E-05,5.42E-05,0.998435731,0.001277002,0.906042025,0.021463681,0.630124622,8.18628,10.5082,6.61745,12.9505,9.35115,12.4332,8.85694,10.8196,8.02803,10.7887,8.43492,8.13741,12.5703,9.9977,10.5979,7.62276,5.55205,14.8966,10.3137,8.25751
1/6/2022 0:00,775.2458359,0.002958795,0.27307355,0.20321034,0.740910835,0.443345387,0.000198812,0.000958251,0.012350656,0.000881083,0.977026,0.015841011,0.577323153,0.423315745,9.09E-05,1.84E-05,0.99987483,0.000986639,0.9704839,0.013524316,0.548865977,4.89944,12.9415,9.11904,7.04644,6.10421,11.6932,6.6723,10.5635,13.5334,11.9114,9.77719,9.52334,6.38507,10.1724,9.14073,6.77257,11.7832,7.94244,11.3916,11.0532
1/7/2022 0:00,744.5450827,0.000610417,0.97983602,0.019567607,0.62951711,0.480543836,8.20E-05,1.51E-05,0.999893464,0.003222467,0.7501772,0.020639088,0.654441167,0.415044299,0.000111452,5.11E-05,0.996847758,0.001187997,0.91800405,0.028284795,0.61089385,9.10746,12.9894,13.2404,6.49371,11.685,12.7677,11.8596,12.5176,7.65253,10.6324,11.5015,6.75966,8.89329,9.29012,11.7442,10.7251,11.8117,9.43491,12.0506,8.46774
1/8/2022 0:00,657.0983466,0.001234722,0.94291824,0.003958161,0.591206798,0.476980555,7.72E-05,3.22E-05,0.999828205,0.001024812,0.97242813,0.021542438,0.567701315,0.422159627,8.46E-05,2.07E-05,0.999870201,0.001214839,0.9571389,0.021491857,0.617499014,12.298,11.8374,13.3422,9.26437,8.57498,7.51021,9.97575,9.7507,11.0438,8.38842,7.53592,11.5322,9.75504,8.81957,10.3681,10.2881,9.49264,7.91783,8.26145,8.73023
1/9/2022 0:00,775.7935727,0.001011565,0.92202615,0.03654534,0.532238259,0.453537024,8.85E-05,3.71E-05,0.99975124,0.00155951,0.877415,0.033840533,0.555852167,0.413827684,9.54E-05,5.65E-05,0.999577283,0.001688976,0.89159505,0.016441955,0.589885299,12.7303,11.5385,7.4268,8.89817,9.23407,10.4127,10.0016,11.1838,10.2251,10.4846,8.92875,11.8082,9.81007,9.76771,8.15846,11.273,9.97239,13.3593,9.56526,10.1722
1/10/2022 0:00,808.0819346,0.000481923,0.9901429,0.006327751,0.646187288,0.491776237,7.84E-05,1.21E-05,0.999905816,0.000869583,0.9656008,0.019873297,0.572432539,0.422867333,8.70E-05,2.25E-05,0.999868457,0.001195948,0.69885778,0.015434254,0.591142063,13.6538,10.8245,10.745,9.91335,9.65982,8.7563,11.4051,12.0982,10.3425,10.8304,9.01362,10.7403,13.3632,8.19173,12.7581,12.7153,8.89524,8.47353,9.47766,6.62407
